null,F1,3454.0
ID, Name, Price
null,F2,4764.0
null,F2,4764.0
null,F2,4764.0
ID, Name, Price
null,F2,5799.0
null,F2,5799.0
null,F2,5799.0
ID, Name, Price
null,F1,492.0
null,F1,492.0
null,F1,492.0
ID, Name, Price
null,F2,2962.0
null,F2,2962.0
null,F2,2962.0
ID, Name, Price
null,F1,1989.0
null,F1,1989.0
null,F1,1989.0
ID, Name, Price
null,F1,3734.0
null,F1,3734.0
null,F1,3734.0
ID, Name, Price
null,F1,608.0
null,F1,608.0
null,F1,608.0
ID, Name, Price
null,F2,6441.0
null,F2,6441.0
null,F2,6441.0
ID, Name, Price
null,F1,2479.0
null,F1,2479.0
null,F1,2479.0
ID, Name, Price
null,F1,4236.0
null,F1,4236.0
null,F1,4236.0
ID, Name, Price
null,F1,4103.0
null,F1,4103.0
null,F1,4103.0
ID, Name, Price
null,F2,3381.0
null,F2,3381.0
null,F2,3381.0
ID, Name, Price
null,F1,3671.0
null,F1,3671.0
null,F1,3671.0
ID, Name, Price
null,F2,51.0
null,F2,51.0
null,F2,51.0
ID, Name, Price
null,F2,5822.0
null,F2,5822.0
null,F2,5822.0
ID, Name, Price
null,F2,1222.0
null,F2,1222.0
null,F2,1222.0
ID, Name, Price
null,F2,3242.0
null,F2,3242.0
null,F2,3242.0
ID, Name, Price
null,F2,2771.0
null,F2,2771.0
null,F2,2771.0
ID, Name, Price
null,F2,4082.0
null,F2,4082.0
null,F2,4082.0
ID, Name, Price
null,F2,4308.0
null,F2,4308.0
null,F2,4308.0
ID, Name, Price
null,F2,4060.0
null,F2,4060.0
null,F2,4060.0
ID, Name, Price
null,F2,3942.0
null,F2,3942.0
null,F2,3942.0
ID, Name, Price
null,F2,7245.0
null,F2,7245.0
null,F2,7245.0
ID, Name, Price
null,F2,2466.0
null,F2,2466.0
null,F2,2466.0
ID, Name, Price
null,F1,2378.0
null,F1,2378.0
null,F1,2378.0
ID, Name, Price
null,F1,5885.0
null,F1,5885.0
null,F1,5885.0
ID, Name, Price
null,F2,7979.0
null,F2,7979.0
null,F2,7979.0
ID, Name, Price
null,F2,1256.0
null,F2,1256.0
null,F2,1256.0
ID, Name, Price
null,F1,492.0
null,F1,492.0
null,F1,492.0
ID, Name, Price
null,F2,1635.0
null,F2,1635.0
null,F2,1635.0
ID, Name, Price
null,F1,2304.0
null,F1,2304.0
null,F1,2304.0
ID, Name, Price
null,F2,8362.0
null,F2,8362.0
null,F2,8362.0
ID, Name, Price
null,F1,8253.0
null,F1,8253.0
null,F1,8253.0
ID, Name, Price
null,F1,361.0
null,F1,361.0
null,F1,361.0
ID, Name, Price
null,F1,576.0
null,F1,576.0
null,F1,576.0
ID, Name, Price
null,F1,8682.0
null,F1,8682.0
null,F1,8682.0
ID, Name, Price
null,F2,1066.0
null,F2,1066.0
null,F2,1066.0
ID, Name, Price
null,F2,2539.0
null,F2,2539.0
null,F2,2539.0
ID, Name, Price
null,F2,1165.0
null,F2,1165.0
null,F2,1165.0
ID, Name, Price
null,F2,6331.0
null,F2,6331.0
null,F2,6331.0
ID, Name, Price
null,F2,667.0
null,F2,667.0
null,F2,667.0
ID, Name, Price
null,F1,3765.0
null,F1,3765.0
null,F1,3765.0
ID, Name, Price
null,F2,1668.0
null,F2,1668.0
null,F2,1668.0
ID, Name, Price
null,F1,2782.0
null,F1,2782.0
null,F1,2782.0
ID, Name, Price
null,F1,2294.0
null,F1,2294.0
null,F1,2294.0
ID, Name, Price
null,F2,3646.0
null,F2,3646.0
null,F2,3646.0
ID, Name, Price
null,F2,5333.0
null,F2,5333.0
null,F2,5333.0
ID, Name, Price
null,F2,642.0
null,F2,642.0
null,F2,642.0
ID, Name, Price
null,F2,5154.0
null,F2,5154.0
null,F2,5154.0
ID, Name, Price
null,F1,2348.0
null,F1,2348.0
null,F1,2348.0
ID, Name, Price
null,F1,6229.0
null,F1,6229.0
null,F1,6229.0
ID, Name, Price
null,F1,7540.0
null,F1,7540.0
null,F1,7540.0
ID, Name, Price
null,F1,4108.0
null,F1,4108.0
null,F1,4108.0
ID, Name, Price
null,F2,6208.0
null,F2,6208.0
null,F2,6208.0
ID, Name, Price
null,F2,368.0
null,F2,368.0
null,F2,368.0
ID, Name, Price
null,F1,4346.0
null,F1,4346.0
null,F1,4346.0
ID, Name, Price
null,F1,7328.0
null,F1,7328.0
null,F1,7328.0
ID, Name, Price
null,F1,7750.0
null,F1,7750.0
null,F1,7750.0
ID, Name, Price
null,F1,8340.0
null,F1,8340.0
null,F1,8340.0
ID, Name, Price
null,F1,8530.0
null,F1,8530.0
null,F1,8530.0
ID, Name, Price
null,F2,1832.0
null,F2,1832.0
null,F2,1832.0
ID, Name, Price
null,F1,3678.0
null,F1,3678.0
null,F1,3678.0
ID, Name, Price
null,F2,5429.0
null,F2,5429.0
null,F2,5429.0
ID, Name, Price
null,F1,6158.0
null,F1,6158.0
null,F1,6158.0
ID, Name, Price
null,F1,4861.0
null,F1,4861.0
null,F1,4861.0
ID, Name, Price
null,F1,8276.0
null,F1,8276.0
null,F1,8276.0
ID, Name, Price
null,F2,7236.0
null,F2,7236.0
null,F2,7236.0
ID, Name, Price
null,F2,5181.0
null,F2,5181.0
null,F2,5181.0
ID, Name, Price
null,F2,249.0
ID, Name, Price
null,F1,3547.0
ID, Name, Price
null,F1,2728.0
ID, Name, Price
null,F1,1463.0
ID, Name, Price
null,F1,8969.0
ID, Name, Price
null,F1,230.0
ID, Name, Price
null,F1,3045.0
ID, Name, Price
null,F2,1671.0
ID, Name, Price
null,F1,2096.0
ID, Name, Price
null,F2,3861.0
ID, Name, Price
null,F1,4978.0
ID, Name, Price
null,F2,3917.0
ID, Name, Price
null,F1,2939.0
ID, Name, Price
null,F1,372.0
ID, Name, Price
null,F2,3878.0
ID, Name, Price
null,F2,7578.0
ID, Name, Price
null,F1,4094.0
ID, Name, Price
null,F1,487.0
ID, Name, Price
null,F2,3538.0
ID, Name, Price
null,F2,5668.0
ID, Name, Price
null,F2,2152.0
ID, Name, Price
null,F2,2021.0
ID, Name, Price
null,F1,3627.0
ID, Name, Price
null,F2,4309.0
ID, Name, Price
null,F2,6347.0
ID, Name, Price
null,F1,6048.0
ID, Name, Price
null,F2,2271.0
ID, Name, Price
null,F1,223.0
ID, Name, Price
null,F2,143.0
ID, Name, Price
null,F1,8692.0
ID, Name, Price
null,F1,8464.0
ID, Name, Price
null,F1,5261.0
ID, Name, Price
null,F2,5517.0
ID, Name, Price
null,F2,791.0
ID, Name, Price
null,F2,6434.0
ID, Name, Price
null,F2,2576.0
ID, Name, Price
null,F1,5774.0
ID, Name, Price
null,F1,2838.0
ID, Name, Price
null,F1,1168.0
ID, Name, Price
null,F1,8611.0
ID, Name, Price
null,F2,7553.0
ID, Name, Price
null,F2,1253.0
ID, Name, Price
null,F2,8715.0
ID, Name, Price
null,F1,532.0
ID, Name, Price
null,F2,8423.0
ID, Name, Price
null,F1,2481.0
ID, Name, Price
null,F1,1028.0
ID, Name, Price
null,F1,2159.0
ID, Name, Price
null,F1,6513.0
ID, Name, Price
null,F2,5572.0
ID, Name, Price
null,F2,2828.0
ID, Name, Price
null,F1,6424.0
ID, Name, Price
null,F2,3024.0
ID, Name, Price
null,F2,4047.0
ID, Name, Price
null,F2,6518.0
ID, Name, Price
null,F2,3677.0
ID, Name, Price
null,F1,6281.0
ID, Name, Price
null,F1,952.0
ID, Name, Price
null,F1,401.0
ID, Name, Price
null,F2,3855.0
ID, Name, Price
null,F2,2795.0
ID, Name, Price
null,F2,7912.0
ID, Name, Price
null,F1,5665.0
ID, Name, Price
null,F1,4801.0
ID, Name, Price
null,F1,5257.0
ID, Name, Price
null,F1,239.0
ID, Name, Price
null,F1,6108.0
ID, Name, Price
null,F1,3945.0
ID, Name, Price
null,F2,4588.0
ID, Name, Price
null,F1,1310.0
ID, Name, Price
null,F2,1287.0
ID, Name, Price
null,F1,3759.0
ID, Name, Price
null,F2,5713.0
ID, Name, Price
null,F1,8733.0
ID, Name, Price
null,F1,1849.0
ID, Name, Price
null,F2,908.0
ID, Name, Price
null,F2,379.0
ID, Name, Price
null,F2,6339.0
ID, Name, Price
null,F2,4008.0
ID, Name, Price
null,F1,2900.0
ID, Name, Price
null,F2,435.0
ID, Name, Price
null,F1,3875.0
ID, Name, Price
null,F1,4846.0
ID, Name, Price
null,F2,1240.0
ID, Name, Price
null,F1,4642.0
ID, Name, Price
null,F2,5454.0
ID, Name, Price
null,F2,7322.0
ID, Name, Price
null,F1,403.0
ID, Name, Price
null,F1,8785.0
ID, Name, Price
null,F2,3743.0
ID, Name, Price
null,F2,253.0
ID, Name, Price
null,F1,7206.0
ID, Name, Price
null,F1,7195.0
ID, Name, Price
null,F2,310.0
ID, Name, Price
null,F2,1684.0
ID, Name, Price
null,F1,5815.0
ID, Name, Price
null,F1,5810.0
ID, Name, Price
null,F2,796.0
ID, Name, Price
null,F1,4288.0
ID, Name, Price
null,F1,5061.0
ID, Name, Price
null,F1,1340.0
ID, Name, Price
null,F2,6115.0
ID, Name, Price
null,F2,4032.0
ID, Name, Price
null,F2,6566.0
ID, Name, Price
null,F1,4129.0
ID, Name, Price
null,F1,7179.0
ID, Name, Price
null,F2,4917.0
ID, Name, Price
null,F2,8232.0
ID, Name, Price
null,F1,1827.0
ID, Name, Price
null,F1,4960.0
ID, Name, Price
null,F2,8686.0
ID, Name, Price
null,F2,2870.0
ID, Name, Price
null,F1,8180.0
ID, Name, Price
null,F1,7527.0
ID, Name, Price
null,F1,7374.0
ID, Name, Price
null,F1,6498.0
ID, Name, Price
null,F2,429.0
ID, Name, Price
null,F2,319.0
ID, Name, Price
null,F1,3546.0
ID, Name, Price
null,F2,2548.0
ID, Name, Price
null,F2,7431.0
ID, Name, Price
null,F2,5436.0
ID, Name, Price
null,F1,6350.0
ID, Name, Price
null,F2,8564.0
ID, Name, Price
null,F1,8147.0
ID, Name, Price
null,F2,2766.0
ID, Name, Price
null,F1,2366.0
ID, Name, Price
null,F1,4148.0
ID, Name, Price
null,F1,7040.0
ID, Name, Price
null,F1,5591.0
ID, Name, Price
null,F1,2870.0
ID, Name, Price
null,F1,4770.0
ID, Name, Price
null,F2,4674.0
ID, Name, Price
null,F1,7000.0
ID, Name, Price
null,F1,2077.0
ID, Name, Price
null,F2,4385.0
ID, Name, Price
null,F1,6520.0
ID, Name, Price
null,F2,8555.0
ID, Name, Price
null,F1,342.0
ID, Name, Price
null,F1,2758.0
ID, Name, Price
null,F1,2411.0
ID, Name, Price
null,F1,2849.0
ID, Name, Price
null,F2,3388.0
ID, Name, Price
null,F2,7479.0
ID, Name, Price
null,F1,4534.0
ID, Name, Price
null,F2,3254.0
ID, Name, Price
null,F2,6748.0
ID, Name, Price
null,F1,2288.0
ID, Name, Price
null,F1,1948.0
ID, Name, Price
null,F2,2046.0
ID, Name, Price
null,F1,2834.0
ID, Name, Price
null,F2,3998.0
ID, Name, Price
null,F2,523.0
ID, Name, Price
null,F2,6522.0
ID, Name, Price
null,F1,5889.0
ID, Name, Price
null,F2,1065.0
ID, Name, Price
null,F2,5536.0
ID, Name, Price
null,F1,889.0
ID, Name, Price
null,F1,5551.0
ID, Name, Price
null,F1,5321.0
ID, Name, Price
null,F2,5477.0
ID, Name, Price
null,F2,4974.0
ID, Name, Price
null,F1,5111.0
ID, Name, Price
null,F1,551.0
ID, Name, Price
null,F2,5607.0
ID, Name, Price
null,F1,7510.0
ID, Name, Price
null,F1,8762.0
ID, Name, Price
null,F1,6390.0
ID, Name, Price
null,F2,247.0
ID, Name, Price
null,F1,4652.0
ID, Name, Price
null,F2,3956.0
ID, Name, Price
null,F1,2394.0
ID, Name, Price
null,F2,3370.0
ID, Name, Price
null,F2,4345.0
ID, Name, Price
null,F1,1443.0
ID, Name, Price
null,F2,4628.0
ID, Name, Price
null,F1,3330.0
ID, Name, Price
null,F1,7694.0
ID, Name, Price
null,F1,1884.0
ID, Name, Price
null,F1,276.0
ID, Name, Price
null,F2,1537.0
ID, Name, Price
null,F1,6983.0
ID, Name, Price
null,F2,469.0
ID, Name, Price
null,F1,1095.0
ID, Name, Price
null,F2,4235.0
ID, Name, Price
null,F1,104.0
ID, Name, Price
null,F2,3789.0
ID, Name, Price
null,F1,7206.0
ID, Name, Price
null,F2,7880.0
ID, Name, Price
null,F2,3339.0
ID, Name, Price
null,F2,2042.0
ID, Name, Price
null,F1,2463.0
ID, Name, Price
null,F1,355.0
ID, Name, Price
null,F1,6102.0
ID, Name, Price
null,F2,1739.0
ID, Name, Price
null,F2,1217.0
ID, Name, Price
null,F1,1698.0
ID, Name, Price
null,F1,7514.0
ID, Name, Price
null,F2,1448.0
ID, Name, Price
null,F1,3124.0
ID, Name, Price
null,F2,7139.0
ID, Name, Price
null,F2,4699.0
ID, Name, Price
null,F2,8308.0
ID, Name, Price
null,F2,5348.0
ID, Name, Price
null,F2,1271.0
ID, Name, Price
null,F1,4587.0
ID, Name, Price
null,F1,7799.0
ID, Name, Price
null,F2,5584.0
ID, Name, Price
null,F2,5757.0
ID, Name, Price
null,F1,7856.0
ID, Name, Price
null,F1,5744.0
ID, Name, Price
null,F2,2139.0
ID, Name, Price
null,F2,876.0
ID, Name, Price
null,F2,988.0
ID, Name, Price
null,F2,2880.0
ID, Name, Price
null,F2,54.0
ID, Name, Price
null,F1,7055.0
ID, Name, Price
null,F1,6191.0
ID, Name, Price
null,F2,6005.0
ID, Name, Price
null,F1,5302.0
ID, Name, Price
null,F2,5660.0
ID, Name, Price
null,F1,5406.0
ID, Name, Price
null,F1,1426.0
ID, Name, Price
null,F2,7185.0
ID, Name, Price
null,F1,612.0
ID, Name, Price
null,F1,6876.0
ID, Name, Price
null,F1,5662.0
ID, Name, Price
null,F2,8140.0
ID, Name, Price
null,F1,2691.0
ID, Name, Price
null,F1,5618.0
ID, Name, Price
null,F1,3641.0
ID, Name, Price
null,F1,8594.0
ID, Name, Price
null,F1,6030.0
ID, Name, Price
null,F1,3190.0
ID, Name, Price
null,F2,4496.0
ID, Name, Price
null,F2,77.0
ID, Name, Price
null,F1,6545.0
ID, Name, Price
null,F2,4757.0
ID, Name, Price
null,F2,410.0
ID, Name, Price
null,F1,4452.0
ID, Name, Price
null,F1,8926.0
ID, Name, Price
null,F2,2672.0
ID, Name, Price
null,F2,2166.0
ID, Name, Price
null,F2,8925.0
ID, Name, Price
null,F2,4478.0
ID, Name, Price
null,F1,8728.0
ID, Name, Price
null,F1,8182.0
ID, Name, Price
null,F1,3370.0
ID, Name, Price
null,F2,3882.0
ID, Name, Price
null,F2,3109.0
ID, Name, Price
null,F2,8414.0
ID, Name, Price
null,F1,8774.0
ID, Name, Price
null,F2,5145.0
ID, Name, Price
null,F1,1937.0
ID, Name, Price
null,F1,2214.0
ID, Name, Price
null,F1,8693.0
ID, Name, Price
null,F1,2810.0
ID, Name, Price
null,F1,5719.0
ID, Name, Price
null,F2,7071.0
ID, Name, Price
null,F1,2313.0
ID, Name, Price
null,F2,2180.0
ID, Name, Price
null,F1,7217.0

null,F1,1991.0

null,F1,8317.0

null,F1,1711.0

null,F2,3381.0

null,F2,3015.0

null,F2,2631.0

null,F2,2096.0

null,F1,2676.0

null,F1,1804.0

null,F1,3103.0

null,F1,6554.0

null,F1,7730.0

null,F2,2322.0

null,F2,6299.0

null,F2,7965.0

null,F2,6539.0

null,F2,805.0

null,F2,1539.0

null,F2,6096.0

null,F1,6321.0

null,F1,3155.0

null,F2,1451.0

null,F2,8441.0

null,F2,1175.0

null,F1,5662.0

null,F2,1617.0

null,F2,5288.0

null,F2,4341.0

null,F1,1829.0

null,F1,2794.0

null,F2,7051.0

null,F1,1771.0

null,F2,7942.0

null,F2,4714.0

null,F1,3681.0

null,F2,1882.0

null,F2,4705.0

null,F2,4974.0

null,F2,7424.0

null,F1,1713.0

null,F1,5650.0

null,F1,7794.0

null,F1,1936.0

null,F2,4138.0

null,F2,4299.0

null,F1,4732.0

null,F1,77.0

null,F2,2457.0

null,F1,3064.0

null,F2,1991.0

null,F2,7785.0

null,F1,4616.0

null,F2,8811.0

null,F1,2578.0

null,F1,1193.0

null,F1,2801.0

null,F2,1851.0

null,F2,3947.0

null,F1,4152.0

null,F1,7487.0

null,F1,877.0

null,F1,4133.0

null,F2,5146.0

null,F1,5080.0

null,F1,3538.0

null,F2,5336.0

null,F2,3776.0

null,F2,4743.0

null,F1,1068.0

null,F2,5310.0

null,F1,2833.0

null,F1,5574.0

null,F2,1012.0

null,F1,7629.0

null,F2,3155.0

null,F2,2395.0

null,F2,5894.0

null,F1,4045.0

null,F1,6500.0

null,F2,911.0

null,F1,7518.0

null,F1,1226.0

null,F1,2378.0

null,F1,697.0

null,F2,5351.0

null,F2,6342.0

null,F1,659.0

null,F1,3242.0

null,F2,7764.0

null,F2,5800.0

null,F2,608.0

null,F1,4036.0

null,F1,2178.0

null,F1,3785.0

null,F2,6355.0

null,F2,5874.0

null,F1,4577.0

null,F2,6473.0

null,F2,7128.0

null,F2,1690.0

null,F2,5512.0

null,F1,297.0

null,F2,8675.0

null,F2,6966.0

null,F1,3164.0

null,F1,5534.0

null,F2,2211.0

null,F1,8652.0

null,F2,6584.0

null,F1,1726.0

null,F2,2691.0

null,F1,8866.0

null,F2,7259.0

null,F1,1245.0

null,F2,1169.0

null,F2,6742.0

null,F2,4154.0

null,F1,4220.0

null,F1,8634.0

null,F2,5613.0

null,F2,7440.0

null,F2,8842.0

null,F2,2342.0

null,F1,4748.0

null,F2,1020.0

null,F1,5615.0

null,F2,2786.0

null,F1,2059.0

null,F1,3252.0

null,F2,6724.0

null,F2,5763.0

null,F1,1651.0

null,F2,6427.0

null,F2,6166.0

null,F1,6423.0

null,F2,6460.0

null,F1,4955.0

null,F1,3459.0

null,F2,2957.0

null,F2,2410.0

null,F2,4557.0

null,F2,5457.0

null,F1,329.0

null,F1,1001.0

null,F2,6842.0

null,F2,1500.0

null,F1,7072.0

null,F1,7402.0

null,F2,8467.0

null,F2,4062.0

null,F2,712.0

null,F1,3448.0

null,F1,2408.0

null,F1,5351.0

null,F1,4445.0

null,F2,5387.0

null,F1,1949.0

null,F2,2354.0

null,F1,973.0

null,F1,5588.0

null,F2,4823.0

null,F1,4726.0

null,F2,3770.0

null,F1,6731.0

null,F1,1656.0

null,F2,3226.0

null,F2,5607.0

null,F2,2874.0

null,F2,5726.0

null,F2,3381.0

null,F2,3135.0

null,F2,5309.0

null,F1,4625.0

null,F2,3658.0

null,F1,1651.0

null,F1,324.0

null,F2,8386.0

null,F1,4114.0

null,F2,5162.0

null,F1,260.0

null,F2,4400.0

null,F1,8619.0

null,F2,4532.0

null,F1,3044.0

null,F1,491.0

null,F2,6511.0

null,F1,4776.0

null,F1,3909.0

null,F2,3681.0

null,F1,7606.0

null,F1,6576.0

null,F1,5229.0

null,F1,2823.0

null,F1,3943.0

null,F2,1054.0

null,F2,6187.0

null,F1,6438.0

null,F2,4732.0

null,F1,8271.0

null,F2,32.0

null,F1,3226.0

null,F1,2262.0

null,F2,6845.0

null,F1,3666.0

null,F2,4076.0

null,F2,3638.0

null,F1,5511.0

null,F1,8490.0

null,F1,1233.0

null,F1,4808.0

null,F1,8753.0

null,F2,392.0

null,F2,1613.0

null,F1,2292.0

null,F2,4059.0

null,F1,1366.0

null,F2,3961.0

null,F1,397.0

null,F1,5773.0

null,F2,1212.0

null,F1,1879.0

null,F2,64.0

null,F2,4826.0

null,F2,4837.0

null,F2,455.0

null,F1,258.0

null,F1,1599.0

null,F2,3502.0

null,F2,94.0

null,F2,6714.0

null,F1,1257.0

null,F2,1464.0

null,F1,7404.0

null,F1,8382.0

null,F2,1798.0

null,F2,6170.0

null,F1,5011.0

null,F1,8355.0

null,F1,4458.0

null,F1,3314.0

null,F1,2938.0

null,F2,6644.0

null,F1,4104.0

null,F1,4179.0

null,F1,2044.0

null,F2,7831.0

null,F2,5074.0

null,F1,2527.0

null,F1,5608.0

null,F1,1463.0

null,F1,2647.0

null,F2,6143.0

null,F1,7514.0

null,F1,8267.0

null,F1,6647.0

null,F2,3781.0

null,F1,7072.0

null,F2,2109.0

null,F1,4446.0

null,F1,2476.0

null,F2,1192.0

null,F1,5406.0

null,F2,2011.0

null,F1,6739.0

null,F1,2761.0

null,F2,1094.0

null,F1,6592.0

null,F2,7597.0

null,F2,1520.0

null,F2,347.0

null,F2,6910.0

null,F1,281.0

null,F1,410.0

null,F2,8825.0

null,F2,8867.0

null,F2,1432.0

null,F2,787.0

null,F1,4085.0

null,F2,5798.0

null,F1,4009.0

null,F1,4359.0

null,F1,7287.0

null,F1,3428.0

null,F2,6477.0

null,F2,2816.0

null,F1,1287.0

null,F2,4238.0

null,F1,7739.0

null,F1,63.0

null,F2,1698.0

null,F2,7955.0

null,F1,8588.0

null,F2,6790.0

null,F2,3072.0

null,F2,7537.0

null,F1,3220.0

null,F1,7046.0

null,F1,4027.0

null,F1,5278.0

null,F1,6322.0

null,F1,5406.0

null,F2,7429.0

null,F2,4543.0

null,F1,794.0

null,F2,4658.0

null,F2,5156.0

null,F1,6750.0

null,F2,5951.0

null,F1,8698.0

null,F2,4284.0

null,F2,2805.0

null,F1,601.0

null,F1,2343.0

null,F2,4115.0

null,F1,5374.0

null,F2,4802.0

null,F2,5622.0

null,F1,754.0

null,F2,7522.0

null,F1,3755.0

null,F2,7718.0

null,F1,781.0

null,F1,8912.0

null,F2,4961.0

null,F2,7177.0

null,F1,7258.0

null,F2,6281.0

null,F1,5915.0

null,F1,5685.0

null,F1,3403.0

null,F2,4538.0

null,F2,3416.0

null,F1,5770.0

null,F1,786.0

null,F2,1968.0

null,F1,3998.0

null,F1,6833.0

null,F1,8089.0

null,F2,4157.0

null,F1,2543.0

null,F2,8601.0

null,F1,7319.0

null,F1,3739.0

null,F1,527.0

null,F2,4878.0

null,F1,7210.0

null,F2,4325.0

null,F1,7311.0

null,F1,3376.0

null,F1,6356.0

null,F2,1025.0

null,F1,8924.0

null,F2,8690.0

null,F2,342.0

null,F1,8078.0

null,F1,329.0

null,F1,4940.0

null,F2,1901.0

null,F2,2574.0

null,F2,7208.0

null,F2,3277.0

null,F2,7136.0

null,F2,4826.0

null,F1,6283.0

null,F2,4760.0

null,F2,696.0

null,F2,4475.0

null,F2,4323.0

null,F2,5024.0

null,F1,6778.0

null,F2,2016.0

null,F2,5650.0

null,F1,7855.0

null,F1,2288.0

null,F1,59.0

null,F1,5514.0

null,F1,8243.0

null,F2,7178.0

null,F2,408.0

null,F2,2112.0

null,F2,444.0

null,F2,4855.0

null,F2,7152.0

null,F1,4930.0

null,F1,8650.0

null,F1,998.0

null,F2,811.0

null,F1,1326.0

null,F2,6121.0

null,F2,617.0

null,F1,34.0

null,F1,1916.0

null,F2,7439.0

null,F2,6673.0

null,F1,8010.0

null,F1,1986.0

null,F2,6105.0

null,F1,2200.0

null,F2,6957.0

null,F1,3570.0

null,F2,7634.0

null,F2,1089.0

null,F2,4149.0

null,F1,6182.0

null,F1,2557.0

null,F2,8607.0

null,F2,1157.0

null,F2,2750.0

null,F2,7779.0

null,F2,4660.0

null,F1,3028.0

null,F2,248.0

null,F2,2848.0

null,F1,6644.0

null,F1,5664.0

null,F1,8957.0

null,F1,7630.0

null,F1,140.0

null,F1,2435.0

null,F2,7755.0

null,F1,8473.0

null,F2,7713.0

null,F1,6015.0

null,F1,8421.0

null,F2,4251.0

null,F2,2419.0

null,F1,1626.0

null,F1,3460.0

null,F1,8511.0

null,F1,8215.0

null,F1,3755.0

null,F1,5774.0

null,F1,3581.0

null,F1,1406.0

null,F2,7943.0

null,F2,6863.0

null,F1,7361.0

null,F1,6679.0

null,F2,1463.0

null,F2,4290.0

null,F1,2790.0

null,F1,8983.0

null,F1,2924.0

null,F1,6813.0

null,F2,3010.0

null,F2,2863.0

null,F2,1883.0

null,F2,2277.0

null,F1,2412.0

null,F1,4297.0

null,F1,1995.0

null,F2,8377.0

null,F1,7275.0

null,F2,3259.0

null,F2,4922.0

null,F2,4307.0

null,F1,5210.0

null,F1,4724.0

